N	RT @Tecnomovida : #DIGITEL a media capacidad en CCS .. solo el 50% del servicio de datos 2G y 3G levantados por Daño en torre principal- incendio sabado pasado
N	@PesimoServicio #digitel tremenda banda ancha ... lag de casi 1 seg .. velocidades menores q un 3G viejo http://t.co/38Tlvgh4o6
P	RT @markomusica : Ando sin el BB !!! Pero estoy bien !!! Cargo el digitel !!!
N	Digitel te estoy odiando
N	Movistar es una mierdaaaa , extraño mi Digitel : c
N	Usuarios se quejan de Digitel en Twitter | Últimas Noticias http://t.co/YkaE2wOusu
N	RT @JUANCFD01 : @indepabis AMIGOS , @DIGITEL NO SOLO PRESENTA FALLAS DESDE DICIEMBRE . YA TIENE MAS DE UN AÑO Y NO HACEN NADA X MEJORAR Y BRINDAR CALIDAD
P	amo a digitel y su '' 3G '' perfecto ..
N	RT @rosalinda2713 : @LaHojillaenTV Mucha casualidad la infinidad de quejas hacia las cableras . Sabotaje a la vista . Y Digitel ? También .
N	DIGITEL , de empresa modelo se ha convertido en un antro de vagabundos y ladrones que te envian basura a cambio de tu dinero .
N	Aaaaaaaaaaaaaa que hacen escribiéndome por una red social ? de la que no quiero saber más nunca . G chat de digitel es un asco yo no uso eso .
N	@ANDRESH_28 @AlidaFreites_tw Tengo problemas con el tuiter , con mi teléfono digitel , con la televisión . Y ya desde hace una semana + o menos
N	RT @rosalinda2713 : @AlidaFreites_tw Así que pendientes con la incomunicación a diario . Digitel no permite el envío de mis mensajes de texto .
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	RT @rosalinda2713 : Ta bien pues . Incomunicada . Gracias a Digitel y a Twitter .
N	Con estas velocidades lo que provoca es demandarlos #Digitel http://t.co/CIVNYv3mi1
N	Digitel en estos días te he detestado mucho !
N	No se , pero creo que en Digitel me agarraron idea , no voy a decir nombres por respeto . La vaina es q no se que hice para tomar esa decisión
N	Son ideas mías o digitel esta asqueroso hoy !!!
P	Qué gran bono de agradecimiento por estar 5 años con ustedes gracias por nada literalmente DIGITEL \☺/ http://t.co/HfZbutUa7P
N	@mvenster Movistar en la menos mala , digitel en Caracas no sirve la velocidad es lenta y hay muchos sitios donde te quedas son señal
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	@PesimoServicio DIGITEL NO TIENE SEÑAL ASI Q NO RECARGUEN DESDE EL DOMINGO MALO LA SEÑAL DIGITEL PARA USUARIO VAMOS MAL ESTAMOS PEOR
N	SIN SERVICIO DIGITEL SEÑAL CAIDA DESDE EL DOMINGO , IGLESIAS MUCHAS CERRADA MUY POCAS ABIERTAS NO HAY CURAS HASTA ESO SE LLEVO EX PRESIDENTE
P	Diosssss pero q eficacia Digitel el dia de hoy !
P	Ahh se me habia olvidado . Digitel graciass ! Gracias a uds x fin me compre el router en mi casa y ya soy feliz con una señal normal #Digitel
P	@Euskary Del futuro de #Digitel todavía guardo la esperanza que la llegada de LTE mejore la red .
P	Mier ... O___O menos mal soy Movistar RT @INSIDE_TELECOM : Incendio destruyó estación de Digitel en El Cuño http://t.co/a4czRJlfYQ
P	Finalizando contrato ;) (@ Digitel ) http://t.co/yaoKuH5aB9
