O	RT @rescate171 : Emergencias a nivel nacional : 171 cantv / 911 movistar / * 1 movilnet / 112 digitel
N	RT @UNoticias : VIDEO : Maduro : La prostitución es culpa de las series gringas y el capitalismo http://t.co/7vMmrBaMMG
O	RT @TierradeGracia : EMERGENCIA MOVISTAR : 911
O	EMERGENCIA MOVILNET : * 1
O	EMERGENCIA DIGITEL : 112
O	INFORMACION CANTV : 113
N	Cargo el digitel mio !!! Se me jodio este bb q ' tenia dos meses conmigo ! Si no trabajaran con el pin !! Q ' basura de telefonos ...
O	@alejoarriaga Estimado saludo . Soy cliente postpago y dond vivo la única cobertura 3g q logro es Digitel , dond puedo conseguir sam s3 en CCS ?
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
N	Odio a Digitel ... Lo ODIO Con toda mi alma .
N	@blackrock_1 jajaja mi negro cambie de numero Digitel es una xqueria !
O	Recuerda siempre los números de emergencia 171 , * 1 Movilnet , 911 Movistar y 112 Digitel #SemanaSanta2013
N	RT @anyoly0311 : Dsd est momnto pndient tods ps mientras + c acerk el 14A nos iran quitando poco a poco la comunicación . Digitel y Movistar ya han empezado "
O	@TecniPhone esas paginas que liberan via imei seran seguras mi pana ? Y liberaran los digitel ?
O	@lauu34 yo uso digitel jejejeje
O	@Tecnomovida Porque DIGITEL no termina de sacar a la venta los tan solicitados iphone 5 ??
N	RT @Tecnomovida : #DIGITEL a media capacidad en CCS .. solo el 50% del servicio de datos 2G y 3G levantados por Daño en torre principal- incendio sabado pasado
N	@PesimoServicio #digitel tremenda banda ancha ... lag de casi 1 seg .. velocidades menores q un 3G viejo http://t.co/38Tlvgh4o6
P	RT @markomusica : Ando sin el BB !!! Pero estoy bien !!! Cargo el digitel !!!
O	RT @TierradeGracia : Numeros de emergencia :
N	Digitel te estoy odiando
N	Movistar es una mierdaaaa , extraño mi Digitel : c
O	BlackBerry 10 tendrá un precio entre 6.500 bs y 7.500 bs en las operadoras venezolanas Digitel y Movistar .
O	#Celular #Nokia #Ngage Qd Juegos Música Videos# Digitel Enviamos a toda #Venezuela http://t.co/C8nGvNj77q http://t.co/LFAf16xvtA
O	#Celular Jxd Google #Android Gps Estilo #Iphone Digitel Negro Enviamos a toda #Venezuela http://t.co/cQ3fV4UVBM http://t.co/hu03qThsoK
N	Usuarios se quejan de Digitel en Twitter | Últimas Noticias http://t.co/YkaE2wOusu
N	RT @JUANCFD01 : @indepabis AMIGOS , @DIGITEL NO SOLO PRESENTA FALLAS DESDE DICIEMBRE . YA TIENE MAS DE UN AÑO Y NO HACEN NADA X MEJORAR Y BRINDAR CALIDAD
O	Los teléfonos para pedir ayuda desde tu celular frente a una emergencia ( Digitel ) 112 ( Movilnet ) * 1 ( Movistar ) * 911
O	Movistar es 911 @gentecondiana : IMPORTANTE : Emergencia Movistar : * 1 , Digitel : * 112 Movilnet : * 911/0800-TEMBLOR/0800-LLUVIA . Alcaldía
P	amo a digitel y su '' 3G '' perfecto ..
O	Y que Digitel HGFDJHGFHGF
N	RT @rosalinda2713 : @LaHojillaenTV Mucha casualidad la infinidad de quejas hacia las cableras . Sabotaje a la vista . Y Digitel ? También .
O	¿Me pueden decir qué tal el servicio de Digitel para el iphone 5 ?
N	DIGITEL , de empresa modelo se ha convertido en un antro de vagabundos y ladrones que te envian basura a cambio de tu dinero .
O	Armando grupo de conferencia por digitel quien se une para hablar de lo que quieran unico requisito tener digitel y pasar sus numero por dm
N	Aaaaaaaaaaaaaa que hacen escribiéndome por una red social ? de la que no quiero saber más nunca . G chat de digitel es un asco yo no uso eso .
O	nadie con digitel para hablar
N	@ANDRESH_28 @AlidaFreites_tw Tengo problemas con el tuiter , con mi teléfono digitel , con la televisión . Y ya desde hace una semana + o menos
N	RT @rosalinda2713 : @AlidaFreites_tw Así que pendientes con la incomunicación a diario . Digitel no permite el envío de mis mensajes de texto .
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	RT @rosalinda2713 : Ta bien pues . Incomunicada . Gracias a Digitel y a Twitter .
O	Quien con digitel para hablar un rato
O	Hablenme de #Digitel , todavía sigue con problemas ?
N	Con estas velocidades lo que provoca es demandarlos #Digitel http://t.co/CIVNYv3mi1
N	Digitel en estos días te he detestado mucho !
N	No se , pero creo que en Digitel me agarraron idea , no voy a decir nombres por respeto . La vaina es q no se que hice para tomar esa decisión
N	Son ideas mías o digitel esta asqueroso hoy !!!
P	Qué gran bono de agradecimiento por estar 5 años con ustedes gracias por nada literalmente DIGITEL \☺/ http://t.co/HfZbutUa7P
N	@mvenster Movistar en la menos mala , digitel en Caracas no sirve la velocidad es lenta y hay muchos sitios donde te quedas son señal
O	Dilo todo , con digitel ... Prepárate para entrar en el calvario de los usuarios de digitel “ @mvenster : Bueno , ahora soy digitel . _ . ”
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	@PesimoServicio DIGITEL NO TIENE SEÑAL ASI Q NO RECARGUEN DESDE EL DOMINGO MALO LA SEÑAL DIGITEL PARA USUARIO VAMOS MAL ESTAMOS PEOR
N	SIN SERVICIO DIGITEL SEÑAL CAIDA DESDE EL DOMINGO , IGLESIAS MUCHAS CERRADA MUY POCAS ABIERTAS NO HAY CURAS HASTA ESO SE LLEVO EX PRESIDENTE
O	#VeneTrekkingTips : En caso de Emergencia marca 171 ( cantv) , * 1 ( movilnet) , * 911 ( movistar ) y 112 ( Digitel) . Actúa con responsabilidad
O	Digitel levanta servicio en más del 50% de las zonas afectadas http://t.co/p67uOkRgFw
P	Diosssss pero q eficacia Digitel el dia de hoy !
O	No parece RT @Javix_717 : @RikyChef RT @elmundomovil : Digitel soluciona problemas . de su servicio en 50% http://t.co/S2ot75CDAR
P	Ahh se me habia olvidado . Digitel graciass ! Gracias a uds x fin me compre el router en mi casa y ya soy feliz con una señal normal #Digitel
P	@Euskary Del futuro de #Digitel todavía guardo la esperanza que la llegada de LTE mejore la red .
P	Mier ... O___O menos mal soy Movistar RT @INSIDE_TELECOM : Incendio destruyó estación de Digitel en El Cuño http://t.co/a4czRJlfYQ
P	Finalizando contrato ;) (@ Digitel ) http://t.co/yaoKuH5aB9
O	Movilnet donó 1000 toldos en Vargas http://t.co/ldTYwTELOv
O	#Tecnologia Movilnet donó 1000 toldos en Vargas : ¡Café naranja ! El operador venezolano Movilnet , donó 1000 to ... http://t.co/Lmh8C48fO8
N	RT @Euskary : Y el CNE bien gracias el oficialismo usa #Movilnet para crear falsos rumores y enviar sms masivos haciendo campaña sucia contra @hcapriles
O	Me comentan que andan llamando de un número movilnet haciéndose pasar por gente de @hcapriles o diciendo que el mismo renunció
O	RT @TierradeGracia : Números de Emergencia :
O	Sistema Integral de Emergencia : 171
O	Movistar : * 1
O	Movilnet : * 911
O	0800-TEMBLOR ( 8362567 )
O	Digitel : *112
N	A ver si respetan un poco más http://t.co/h19XH0Dgtz cc @ContactoCantv ( movilnet no tiene cuenta oficial )
N	@NicolasMaduro porfavor presidente exija calidad en CANTV y MOVILNET ya q su calidad no hace honor a los satélites enviados . Deseo eficiencia
O	@Cantv_Movilnet Buen día , tienen en stock computadora personal o una tableta en Caracas ?
O	RT @sexybeba27 : RT @sexyvenezuela : @sexybeba27 LA MAS SEXY , desde tu celular envía ORIANA al 3636 , Solo Vzla , No Movilnet , http://t.co/nCl7m2co0h”
N	En el monte solo tiene movilnet ." @AsoRata : Un poco e gente me va a ganar en @ruzzlegame y solo por no tener señal en este monte ."
P	@_andreaespinoza jajajaja ese principe dormira a mi lado pro aun tuiteo con el movilnet ! te quierooo : *
P	Consulta tu factura Cantv/Movilnet en línea y protege más árboles . Es fácil , rápido y práctico http://t.co/I9B4ug5x”
N	RT @LADILLAO : Si se prende el peo , habra q dejarle de venderle petroleo a los gringos !! No ?
P	@Fernandbekannt entonces usa la de Movilnet amigo que seguro te irá de maravilla jajajaja
O	RT @luciano_ve : Seguro q Nicolas manda los F16 a cambio de varios Galaxy S3
N	Casi 60 bsf por usar el cel , perdón por NO usar ! Jajaja movilnet es del estado no ? Bueeeee un robo revolucionario HDP .
N	#movilnet son unos ladrones , después de 20 minutos sin darme respuesta me dicen que por no tener mb , sin casi usar el celular me cobran
O	RT @YVKE_MUNDIAL : Movilnet donó 1000 toldos para cooperativas de playa Los Ángeles
N	Aquellos que se quejan del HSDPA de Movilnet en Caracas , los invito a que usen el de la guaira .
O	RT @nagp2021 : #Movilnet En la 1ra etapa : Este 28 de marzo se proveerá de 1000 toldos a diversos colectivos sociales de playa los angeles en Edo . Vargas !
O	RT @rescate171 : Emergencias a nivel nacional : 171 cantv / 911 movistar / * 1 movilnet / 112 digitel
O	Sera que todavia existe eso de pasar mensajes gratis por la pagina de movilnet ?
O	Movilnet donó 1000 toldos para cooperativas de playa Los Ángeles http://t.co/oe8fZG62r7 #Venezuela
O	RT @TierradeGracia : EMERGENCIA MOVISTAR : 911
O	EMERGENCIA MOVILNET : * 1
O	EMERGENCIA DIGITEL : 112
O	INFORMACION CANTV : 113
O	#presidentemaduro Movilnet donó 1000 toldos para cooperativas de playa Los Ángeles : Es la primera fase de un p ... http://t.co/HVdUNuqCxd
P	@UsmaAngel @serson33 Yo tengo el Huawei G600 con Movilnet y me funciona perfecto .
O	Recuerda siempre los números de emergencia 171 , * 1 Movilnet , 911 Movistar y 112 Digitel #SemanaSanta2013
O	@mis3hijos2010 según sera Movilnet quien lo venderá .. pero aun no están a la venta .. hay q estar pendientes ..
P	#FF @AbaCantv @Cantv_Movilnet @MovilnetUsuario @movilnet_ve @salaprensaCantv por estar siempre con nosotros . #coventelco
N	Me cago en movilnet !! Me quedan 666 mensajes , movilnet eres todo un loquilli
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	Pensé que la hija del comandante presidente usaba Movilnet y no Movistar =(
P	@gabriela_V92 gracias por llamar a movilnet , la señal que nos une !! * voz de operadora *
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	Coño @MovistarVe está un poquito ladilla con los sms .. estan peor que Movilnet
N	@brisanhairojeda @sherylrubior28 no tengo saldo y mi linea es movilnet
N	@mujica050 @operador811 lo mejorcito q hay es aba el de Movilnet muy caro y el de digítel muy lento .
P	Miradas que hablan con alegria de comunicarse #Movilnet .
P	Bien Movilnet , 2G rapido en San Sebastian de los Reyes , acabo de bajar un PDF de 4 , 25 MB en 1:20 " #excelent
N	Mi madre recibió un mensaje en su Movilnet de una supuesta Asociación Gays de Vzla , repudiando a quien niega su condición sexual ...
P	@27Febrerocantv las canaimitas , un excelente proyecto que se queda a medio camino si no se les dota de conectividad . Tienen movilnet , haganlo !
P	@NTreintayTres ahora se hace cola en mercal , cajero , cine , banco , movilnet xq se tiene con que ..
N	Cn problemas #movilnet cm cosa rara
N	:O men que te pasa ! RT " @Presi_movilnet : A pesar de ser una ballena ... RT @Yeilove : No soy una chica playera ! http://t.co/Td8NqFm4hV "
P	RT @MatrixhotVIP : @canalesdiosa esta super rica , envia SEXY seguido de tu correo al 4527 . Goza con sus fotos mas candentes . No valido para MOVILNET .
N	El ABA es un mal necesario RT @Vzla_69 : 3G Movilnet " @Vello_Natural : “ @JavilloMata : Pagar un servicio y que éste sea muy pésimo . ” ABA CANTV ?
N	Gracias @cechicg , llamé a #movilnet y me dieron una explicación poco convincente y no he podido probar con otros usuarios
N	@GerardoUl_ JAJAJAJA Que bolas .. y solo te lo reenvie una sola vez , Movilnet roba mensajes :( JAJAJA marico no se , metete tu xD
N	Ay chiaaaamo , qué miedo .. me voy a desarrollar a Movilnet O__O Cague en 3 ... 2 ... 1 xD
P	@el_venezolano ahí si estoy de acuerdo contigo , Movilnet igual ..
N	RT @DavidAguiar1 : Digitel está medio Movilnet ...
P	RT @MatrixhotVIP : @canalesdiosa es la bomba sexy favorita de todos , no te peles sus fotos enviando SEXY seguido de tu correo al 4527 . No valido MOVILNET .
N	Los señores de digitel tienen la plataforma caída desde hace rato no se puede comunicar con movilnet
N	Cerrada competencia entre Digitel , Movistar y Movilnet por ver cual de todos es el peor servício en Venezuela .
P	@unavistabocono Saludos hermano , aca en #Bocon ó #Trujillo la conexión en #CDMA de #Movilnet , solo ( cont ) http://t.co/Yf99PjOQr1
N	Puta señal de movilnet que es un MIERDA > :O
N	@AshleyJRO movilnet es peor .
N	Movistar apesta , movilnet roba , digitel muere y cantv no sirve . Viva Venezuela ...
N	Si quieres escuchar a gente dormir y roncar placenteramente a las 6 am , llama ya al * 611 ( Movilnet ) que con gusto serás complacido .
P	. @NicolasMaduro : Aquí mostramos el Vergatario III que se fabrica en Venezuela para que Cantv y Movilnet lo lleve a los más humildes”
P	RT @Loredana01D : Manuel Fernandez el mejor presidente que ha tenido cantv movilnet caveguías @cbt0710
N	SE ME OLVIDABA DECIR QUE NO TENO TELEFONO , EL MOVILNET TMB SE ME DAÑO , BUENO LO PISO UN CARRO EN SABANA GRANDE .
N	Yo me acuerdo cuando CANTV servia , se desarrollo CANTV servicios , movilnet , impulsaron el desarrollo . Ahora da lastima
P	@NicolasMaduro para cuando esta lista la tecnología 4g #Venezuela debe tener tecnología de punta y ser uno de los primeros #movilnet
N	Cacerolazo maduro en cadena para hablar del vergatario Bastaba con que movilnet lo oromueva y no una cadena
N	Movilnet , que es quien en realidad aporta , queda en las sombras
N	La más alta tecnología ? Que mojón #movilnet de pana , vergatario una mierda ! Eso de vaina se le puede decir teléfono !
P	Manuel Fernandez el mejor presidente que ha tenido la gran familia Cantv Movilnet Caveguías @cbt0710
P	RT @YVKE_MUNDIAL : Presidente de Cantv y Movilnet , Manuel Fernández , " aquí están los dividendos para el pueblo de Venezuela "
N	nadie es capaz de darme un bolívar fuerte de saldo por movilnet , na webonaaa de agarrados , extraño cuando leiver tenia movilnet .
P	@movilnet_vzla gracias , en menos de una hora me solucionaron un problema de mas de tres dias ... Eficiencia socialista !!!
N	RT @_BrianKve : Algo nos une y no es precisamente movilnet .
N	Movilnet , eres una mierda =D
P	86 mil Equipos Celulares lanza Movilnet con tecnología para TV Digital ! Cool ! Pin2 8d cb235
N	¿Y la señal ? Nada más en el metro .. RT @John_Ericks : Lo que extraño de Movilnet , son los 2GB por 120 Bsf . T_T
N	Señal maldita ! De #MOVILNET hoy has estado mas mierda que nunca . ☺
N	Cuando tienes un SmartPhone con linea movilnet conectado a WiFi se te olvida que tu servicio de datos es movilnet @SomosMovilnet #Fail
N	Buuurdaaa con que jooodeeee @Presi_movilnet : Buenas Noches , Como la cagó Maduro hoy ? Gracias ."
P	RT @sexybeba27 : RT @sexyvenezuela : @sexybeba27 LA MAS SEXY , desde tu celular envía ORIANA al 3636 , Solo Vzla , No Movilnet , http://t.co/nCl7m2co0h”
P	jajjaja claroo ; movilnet es una panza ! @blaker_villegas
N	Movilnet esta asqueroso desde ayer o son ideas mias ?
N	RT @Andrs__ : Pero , como ahora la Terry es pobretona y usa movilnet no la llamo .
P	Consulta tu factura Cantv/Movilnet en línea y protege más árboles . Es fácil , rápido y práctico http://t.co/I9B4ug5x”
N	@NicolasMaduro @LaHojillaenTV Por favor hagan algo ! La oposición tiene acceso a todos la plataforma de Cantv y Movilnet y pasan basura d mms
N	@17e interesante . Malo sea un moderno GSM-3g , red que en Movilnet deja mucho que desear . Si sacan uno cdma , quizá contaré uno
P	RT @valenruizl : Qué fuerte que te digan " baila " y tengas que temblar , cual carajito , en TV nacional . Eso se llama razonar y tener criterio propio .
P	@maydelc por eso cambiate a Movilnet ..... yo deje digitel por mal servicio y señal !
N	esa gente que se cambia de digitel a movistar , y de movistar a movilnet ... de una mierda , a otra mierda , a mas mierda ! :D
N	@MovilnetUsuario Que horror que movilnet se preste para semejante bajeza
N	@luisenriqueqr Yo rtambién movilnet , pero no es hauei , es mottorola y soy yo quien abusa de su memoria ... echito mi celu ! :D
N	#Movilnet lo q ustedes hacen , en otros paises se llama estafa , cobrar por un servicio q prestan pesimo o nulo y d paso se quedan con los mb .
P	" @Morthaniuss : Muchachos estoy pensando cambiarme a movilnet , ya digitel me tiene verde @AcJokee @brokolee @lagotanegra " hable pelaos
O	@PichiPichii Buenas tardes , te invitamos a verificar la inf . Correspondiente ingresando en http://t.co/XO7IJn4LC7
O	@VJValdez Hola , puedes consultar la información del SuperConcurso X de Movistar ingresando a http://t.co/YMvTFQWFhN ¡Saludos !
N	RT @DaiibeMontoya : Maldito seas Movistar tienes la señal mas mala de este puto mundo .
O	RT @codigoabierto : La información que tenemos hasta ahora de la #fallamovistar http://
N	@AyudaMovistarVe hola , tengo problemas para ingresar a MI Movistar , le di la opción de Olvidé mi Clave y aún no me envía el mensaje al email
N	El 3G de Movistar está hecho un asco hoy ! Q está pasando ? @AyudaMovistarVe @MovistarVe
O	@LuiyysVentura Hola , desde http://t.co/kHzK88DmBq accede al link " Olvidaste tu Clave " y sigue las instrucciones en pantalla . Saludos .
O	@Marle236 Puedes consultar nuestro inventario actualizado accediendo a http://t.co/IgllvODcLn Saludos .
N	Estoy convencido que el chamo que me activo la linea movistar el año pasado me odiaba
O	RT @fmonroy : Aunque ya en algunas sitios se solventó , aquí está la información recogida por @codigoabierto sobre la #fallamovistar http://t.co/uPWbHYEoQy
N	@AyudaMovistarVe tengo meses tratando de registrarme al club movistar y no me lo permite la pagina
N	@fmonroy no solo movistar digitel el BAN de internet no funciona desde esta mañana
O	@MayaRavenheart Hola , puedes adquirir el servicio de Tv Movistar en nuestros Agentes Autorizados y Centros de Servicio .
N	Movistar me tuvo toooda la mańana castigada :(
P	Resucito Movistar ! Gloria gloria gloria amén
N	Problemas de red con Movistar en pto . La cruz internet caído por horas #movistar
P	@AnthonyJavier AY ! dios y q t hizo movistar ? En realidad ami me parece q es una de las mejores empresas de telefonía que hay en Venezuela .
N	@Movistar_VE @AyudaMovistarVe Falla con data en la zona de Caurimare durante toda la mañana #Fail
N	RT @Amarilysag : QUE SUCEDE HOY CON MOVISTAR ??? NO FUNCIONA DATOS , RARA VEZ MENSAJE DE TEXTO Y CON SUERTE CAEN LAS LLAMADAS ....
N	Hay q ver q Movistar es medio peorro no ?
N	@AyudaMovistarVe @Presid_movistar @MovistarVe mi esposo y yo no podemos navegar ni usar los servicios de datos . Tenemos galaxy note ambos
O	¿Tienes inconvenientes con tu #RoamingMovistar ? Conoce cómo solucionarlo con nuestro Asistente de Ayuda : http://t.co/2JkKhFf0oA
N	@BastardoQuotes Me paso al revés , movistar es un peo con la señal .
N	Y que mi telefono siga sonando nada mas por mensajes de movistar : c
N	@AyudaMovistarVe @Redes_Movistar amigos que sucede con el 3G no me puedo conectar desde esta mañana en varias zonas de Caracas , ya reinicie
O	* 144# RT @BastardoQuotes : ¿Cómo es que es el número para consultar saldo en Movistar ?
P	\○/ wohoooooooo !!!!!! RT @Daniel0te : ¡Se arregló el potismo de movistar !
N	@Gerard_Saga Aun espero por Movistar que me de mi iPhone nuevo :(
P	@MovistarVe Yoo Tengo Movistar desde el 2002 Hasta Ahora y Cumplire 1año Mas Con Movistar El 5deJulio .. Excelente Operadora ☺ !
O	RT @TierradeGracia : Números de Emergencia :
O	Sistema Integral de Emergencia : 171
O	Movistar : * 1
O	Movilnet : * 911
O	0800-TEMBLOR ( 8362567 )
O	Digitel : *112
N	La señal de datos está pésima . El problema eres tu Movistar !
N	“ @Yohanamarra : Hay problemas con Internet de Cantv ? Tampoco tengo señal de Movistar o . O” denuncialo a @operador811
N	Creo hay problemas con la red de datos de Movistar @codigoabierto pudieran confirmar esto
N	Alguien sabe qué le pasa a movistar que no me funciona twitter , whatsapp ni ninguna aplicación que use internet ? :' (
O	@JackAnimacion consulta los horarios de atención de nuestros Centros de servicio a través de : http://t.co/GYWjbgvttu
O	@VittoriaReale intenta nuevamente y nos comentas http://t.co/GYWjbgvttu
P	@Yo_Cayito o.o a mi movistar me funciona perfectamente xD
O	@Elyttee Sii eso hare ya ahorita dentro de un rato q llegue elio jeje y después buscarlo en una agencia Movistar
O	que le paso a Movistar que puso los SMS gratis hasta las 6 pm ??
N	Alguien mas tiene problemas con Movistar hoy ?
O	@jrafael26 te invitamos a consultar otras alternativas de recarga en : http://t.co/Hnrx8E4KUp
O	@VCDelgado es este http://t.co/mHCm0Ml7Sl
N	#movistar esta caido o son cosas mias
O	Somos @asteriscogruas un Servicio de Grúas 24 horas , marca * GRUAS (* 47827 ) desde tu Movistar o llama al 04143330202 - 04142886898
O	@Darsyis cuando dices movistar hogar te refieres a un teléfono fijo ?
O	@omarmdesigner actualmente no disponemos de sistemas de recargas para megas , consulta el siguiente enlace : http://t.co/J1tMy6xtN6
P	Benditos sean los audífonos que me regaló Movistar . Jizz .
N	Tengo señal para twitear pero no para chatear ni stalkear gente , que inservible eres Movistar .
P	A movistar ya le dejo de picar su antenita y tiene 3G * . *
O	RT @EmporioGroup : Movistar música y Samsung te traen la gira de Camila con Noel Schajris como invitado especial . Valencia 21/7 , Maracaibo 22/7 y Caracas 23/7
O	@LaHojillaenTV La televisiôn de movistar debe incluir en su parrilla en canal avila tv , ayudanos con eso Mario .
N	@durancandanga El año pasado movistar internet , quitó el acceso a los usuarios a Cantv , CNE y VTV . entre el 7 y el 11 de octubre .
N	@LaHojillaenTV Mario Renta Pagada de Movistar Tv y sin seÑal dos dias tambien debe ser incluida en las cableras que sabotean
O	@Johan_verburg --- »RT @JoseSimons : ¿Alguien aquí trabaja en Movistar para que me echen una ayudaíta ?
O	Alguien sabe si movistar aun promociona iPhones ?
O	RT @joraca : @joraca vendo iPhone 5 16 Gb negro unlocked por Apple Canadá , probado con Tmobile prepago , Movistar postpago y Digitel prepago , 04123504969
P	Quedense bien lejos de caracas njd .! La red Movistar anda super ...!
P	@nori_princess @borrell_t @movistarve @marisenuez equipo ? El q quieras y a movistar 100pre
N	Más fingido que un comercial de Movistar .
N	@MovistarVe como vago para entrar a mi movistar me dice que la cuenta esta anulada y yo no he anulado nada .. Ayuda !
P	@MovistarVe ¡No cambio Movistar por nada ! Aunque una vez tuve mi rabieta ; pero ¿que familia es perfecta ? jejejeje
O	@Genesis_3G ahora cuéntame , Movistar en tus 8 años te ha regalado algo x fidelidad ?
O	@NosoyGabz Buenas noches , ingresa https://t.co/L0EU1HuhVt valida el detalle de los cupos disponibles y nos comentas
N	@la_iguanatv @maperezpirela tambien sabotean la telefonia y el internet movil digitel y movistar . No quiero imaginar el 14A .
N	Segun la propaganda de movistar todo lo puedes hacer por internet , entonces que hacen los maricones esos que atienden a la gente ?
O	No han pillado las propagandas de Movistar ? Ahora cualquier requerimiento lo puede hacer uno mismo .. Entonces , ¿que hacen los operadores ?
P	“ @andy_no : Que orgullo ver la propaganda de Movistar con mi bellísima prima : @Judnoguera !! ” Graciasss prima ! Tq !!
N	@AyudaMovistarVe Buenas amigos saludos , tengo problema para entrar a mi movistar como hago
O	@mabeudy Lo has intentado por el * 144# o mi movistar
O	@el_rafus Puedes consultar información en http://t.co/Jo7JCcoFC6
N	@ArrobaEdwin Otros Usuarios Movistar a tu alrededor ( familiares , amigos ) presentan los mismos inconvenientes ?
O	@josebenitez87 El plan en contacto con todos 600 no esta disponible ingresa en http://t.co/RCB9M6Zxt6 y verifica
O	RT @rescate171 : Emergencias a nivel nacional : 171 cantv / 911 movistar / * 1 movilnet / 112 digitel
O	@jvba17 Ingresa en http://t.co/S6oOBtbyzV y escribenos
N	RT @juanfl2 : Que ladilla con Movistar .. mandan mensajes cada 1 hora !!
O	RT @TierradeGracia : EMERGENCIA MOVISTAR : 911
O	EMERGENCIA MOVILNET : * 1
O	EMERGENCIA DIGITEL : 112
O	INFORMACION CANTV : 113
O	@RojasJoseL Para el cambio de entretono debes ingresar en http://t.co/ev84qvFHgd
O	@swllaz Ingresa en http://t.co/kWsZtfg5Ns y verifica nuestros servicios de datos disponibles .
O	@accen29 El nombre de usuario y contraseña puedes dejarlo en blanco y el APN es http://t.co/oHFgmalydY
N	@eduardoprieto87 Hola , el servicio de TV no esta disponible para ser verificado en mi movistar
O	@fofoman Los equipos Adquiridos en Movistar Venezuela operan con las bandas asignadas a Movistar Venezuela
