N	@LaHojillaenTV Mario Renta Pagada de Movistar Tv y sin seÑal dos dias tambien debe ser incluida en las cableras que sabotean
P	Quedense bien lejos de caracas njd .! La red Movistar anda super ...!
P	@nori_princess @borrell_t @movistarve @marisenuez equipo ? El q quieras y a movistar 100pre
N	Más fingido que un comercial de Movistar .
N	@MovistarVe como vago para entrar a mi movistar me dice que la cuenta esta anulada y yo no he anulado nada .. Ayuda !
P	@MovistarVe ¡No cambio Movistar por nada ! Aunque una vez tuve mi rabieta ; pero ¿que familia es perfecta ? jejejeje
N	@la_iguanatv @maperezpirela tambien sabotean la telefonia y el internet movil digitel y movistar . No quiero imaginar el 14A .
N	Segun la propaganda de movistar todo lo puedes hacer por internet , entonces que hacen los maricones esos que atienden a la gente ?
P	“ @andy_no : Que orgullo ver la propaganda de Movistar con mi bellísima prima : @Judnoguera !! ” Graciasss prima ! Tq !!
N	@AyudaMovistarVe Buenas amigos saludos , tengo problema para entrar a mi movistar como hago
N	@ArrobaEdwin Otros Usuarios Movistar a tu alrededor ( familiares , amigos ) presentan los mismos inconvenientes ?
N	RT @juanfl2 : Que ladilla con Movistar .. mandan mensajes cada 1 hora !!
N	@eduardoprieto87 Hola , el servicio de TV no esta disponible para ser verificado en mi movistar
P	Vía @Silviaffernandz : Vendo BlackBerry 9320 en excelentes condiciones Con Garantia Movistar B s.f 3.500 bs info aqui pin : 2A306713/ 04246145383
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
N	Nivel de Stress : Me molesta hasta que me escriba movistar ..
N	#Chiiiaamo me acabo de dar cuenta que digitel no quiere ayudar a la gente con cancer las tarjetas dicen ( RECARGA Y DESTRUYE ESTA TARJETA ) :(
N	VAINAS que ODIO el mensaje de digitel informando la fecha de pago
P	#Tecnologia Digitel restaura sistemas en un 50% : ¡Café 412 ! El operador Digitel , tras un arduo esfuerzo , ha p ... http://t.co/dm8KLHODZ2
N	@fmonroy no solo movistar digitel el BAN de internet no funciona desde esta mañana
P	RT @WilmerSolano : #Digitel logra recaudar cerca de 10 Millones de Bolívares para @FeyAlegriaVE http://t.co/9lsxKOId3L #RSE #RSC #CSR
N	RT @Anaisolina : @NicolasMaduro en las oficinas digitel en valencia no le permiten comprar linea de celular ni equipo a los medicos cubanos
P	@BastardoQuotes Tienes chance de cambiarte a Digitel .
N	Dime ... Mala señal #Digitel http://t.co/PxOVeXq8OW
N	@edmundoruf Hola amigo ! Quisiera saber porque Digitel no termina de sacar a la venta los iPhone 5 ? Gracias
N	@MariaElePerez cambiese a Movinet q es del Estado y mandepalaverga a Digitel
N	RT @MariaElePerez : La verdad es que DIGITEL cada día más malo , mal recepción , no tengo para navegar hoy !!!
P	Si tuviera los ovarios para decirte que me encantas y ... — Aaajajaja cooño ten los ovarios y dilo todo con digitel . http://t.co/CZKZOdd7sQ
P	RT @MeFumounCigarro : Me regalo 2 tarjetas Digitel , no es interes es bella : $
N	@LaHojillaenTV @durancandanga Hay que estar pendiente , ya q digitel tambien esta en esto ... o alguien quiere ponernos a pelear ..
N	RT @Ojitosscafe : Últimamente la señal de Digitel ha estado de un asco mi pana .
N	@DigiExperto @alejoarriaga horrible señal digitel en varios ptos de sta monica y chaguaramos . no es por el incendio , tiene meses asi !!!
N	Donde queda Cantv ?" @JLCova : El BAM de DIGITEL es de lo Peor !!!"
N	@la_iguanatv @maperezpirela tambien sabotean la telefonia y el internet movil digitel y movistar . No quiero imaginar el 14A .
N	RT @theopg : ¿Qué excusa tiene hoy Digitel para explicar su señal ? ¿Qué unos marcianos hicieron pupu en las antenas ?
N	RT @UNoticias : VIDEO : Maduro : La prostitución es culpa de las series gringas y el capitalismo http://t.co/7vMmrBaMMG
N	Cargo el digitel mio !!! Se me jodio este bb q ' tenia dos meses conmigo ! Si no trabajaran con el pin !! Q ' basura de telefonos ...
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
N	Odio a Digitel ... Lo ODIO Con toda mi alma .
N	@blackrock_1 jajaja mi negro cambie de numero Digitel es una xqueria !
N	RT @anyoly0311 : Dsd est momnto pndient tods ps mientras + c acerk el 14A nos iran quitando poco a poco la comunicación . Digitel y Movistar ya han empezado "
N	RT @Tecnomovida : #DIGITEL a media capacidad en CCS .. solo el 50% del servicio de datos 2G y 3G levantados por Daño en torre principal- incendio sabado pasado
N	@PesimoServicio #digitel tremenda banda ancha ... lag de casi 1 seg .. velocidades menores q un 3G viejo http://t.co/38Tlvgh4o6
P	RT @markomusica : Ando sin el BB !!! Pero estoy bien !!! Cargo el digitel !!!
N	Digitel te estoy odiando
N	Movistar es una mierdaaaa , extraño mi Digitel : c
N	Usuarios se quejan de Digitel en Twitter | Últimas Noticias http://t.co/YkaE2wOusu
N	RT @JUANCFD01 : @indepabis AMIGOS , @DIGITEL NO SOLO PRESENTA FALLAS DESDE DICIEMBRE . YA TIENE MAS DE UN AÑO Y NO HACEN NADA X MEJORAR Y BRINDAR CALIDAD
P	amo a digitel y su '' 3G '' perfecto ..
N	RT @rosalinda2713 : @LaHojillaenTV Mucha casualidad la infinidad de quejas hacia las cableras . Sabotaje a la vista . Y Digitel ? También .
N	DIGITEL , de empresa modelo se ha convertido en un antro de vagabundos y ladrones que te envian basura a cambio de tu dinero .
N	Aaaaaaaaaaaaaa que hacen escribiéndome por una red social ? de la que no quiero saber más nunca . G chat de digitel es un asco yo no uso eso .
N	@ANDRESH_28 @AlidaFreites_tw Tengo problemas con el tuiter , con mi teléfono digitel , con la televisión . Y ya desde hace una semana + o menos
N	RT @rosalinda2713 : @AlidaFreites_tw Así que pendientes con la incomunicación a diario . Digitel no permite el envío de mis mensajes de texto .
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	RT @rosalinda2713 : Ta bien pues . Incomunicada . Gracias a Digitel y a Twitter .
N	Con estas velocidades lo que provoca es demandarlos #Digitel http://t.co/CIVNYv3mi1
N	Digitel en estos días te he detestado mucho !
N	No se , pero creo que en Digitel me agarraron idea , no voy a decir nombres por respeto . La vaina es q no se que hice para tomar esa decisión
N	Son ideas mías o digitel esta asqueroso hoy !!!
P	Qué gran bono de agradecimiento por estar 5 años con ustedes gracias por nada literalmente DIGITEL \☺/ http://t.co/HfZbutUa7P
N	@mvenster Movistar en la menos mala , digitel en Caracas no sirve la velocidad es lenta y hay muchos sitios donde te quedas son señal
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	@PesimoServicio DIGITEL NO TIENE SEÑAL ASI Q NO RECARGUEN DESDE EL DOMINGO MALO LA SEÑAL DIGITEL PARA USUARIO VAMOS MAL ESTAMOS PEOR
N	SIN SERVICIO DIGITEL SEÑAL CAIDA DESDE EL DOMINGO , IGLESIAS MUCHAS CERRADA MUY POCAS ABIERTAS NO HAY CURAS HASTA ESO SE LLEVO EX PRESIDENTE
P	Diosssss pero q eficacia Digitel el dia de hoy !
P	Ahh se me habia olvidado . Digitel graciass ! Gracias a uds x fin me compre el router en mi casa y ya soy feliz con una señal normal #Digitel
P	@Euskary Del futuro de #Digitel todavía guardo la esperanza que la llegada de LTE mejore la red .
P	Mier ... O___O menos mal soy Movistar RT @INSIDE_TELECOM : Incendio destruyó estación de Digitel en El Cuño http://t.co/a4czRJlfYQ
P	Finalizando contrato ;) (@ Digitel ) http://t.co/yaoKuH5aB9
N	RT @Euskary : Y el CNE bien gracias el oficialismo usa #Movilnet para crear falsos rumores y enviar sms masivos haciendo campaña sucia contra @hcapriles
N	A ver si respetan un poco más http://t.co/h19XH0Dgtz cc @ContactoCantv ( movilnet no tiene cuenta oficial )
N	@NicolasMaduro porfavor presidente exija calidad en CANTV y MOVILNET ya q su calidad no hace honor a los satélites enviados . Deseo eficiencia
N	En el monte solo tiene movilnet ." @AsoRata : Un poco e gente me va a ganar en @ruzzlegame y solo por no tener señal en este monte ."
P	@_andreaespinoza jajajaja ese principe dormira a mi lado pro aun tuiteo con el movilnet ! te quierooo : *
P	Consulta tu factura Cantv/Movilnet en línea y protege más árboles . Es fácil , rápido y práctico http://t.co/I9B4ug5x”
N	RT @LADILLAO : Si se prende el peo , habra q dejarle de venderle petroleo a los gringos !! No ?
P	@Fernandbekannt entonces usa la de Movilnet amigo que seguro te irá de maravilla jajajaja
N	Casi 60 bsf por usar el cel , perdón por NO usar ! Jajaja movilnet es del estado no ? Bueeeee un robo revolucionario HDP .
N	#movilnet son unos ladrones , después de 20 minutos sin darme respuesta me dicen que por no tener mb , sin casi usar el celular me cobran
N	Aquellos que se quejan del HSDPA de Movilnet en Caracas , los invito a que usen el de la guaira .
P	@UsmaAngel @serson33 Yo tengo el Huawei G600 con Movilnet y me funciona perfecto .
P	#FF @AbaCantv @Cantv_Movilnet @MovilnetUsuario @movilnet_ve @salaprensaCantv por estar siempre con nosotros . #coventelco
N	Me cago en movilnet !! Me quedan 666 mensajes , movilnet eres todo un loquilli
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	Pensé que la hija del comandante presidente usaba Movilnet y no Movistar =(
P	@gabriela_V92 gracias por llamar a movilnet , la señal que nos une !! * voz de operadora *
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	Coño @MovistarVe está un poquito ladilla con los sms .. estan peor que Movilnet
N	@brisanhairojeda @sherylrubior28 no tengo saldo y mi linea es movilnet
N	@mujica050 @operador811 lo mejorcito q hay es aba el de Movilnet muy caro y el de digítel muy lento .
P	Miradas que hablan con alegria de comunicarse #Movilnet .
P	Bien Movilnet , 2G rapido en San Sebastian de los Reyes , acabo de bajar un PDF de 4 , 25 MB en 1:20 " #excelent
N	Mi madre recibió un mensaje en su Movilnet de una supuesta Asociación Gays de Vzla , repudiando a quien niega su condición sexual ...
P	@27Febrerocantv las canaimitas , un excelente proyecto que se queda a medio camino si no se les dota de conectividad . Tienen movilnet , haganlo !
P	@NTreintayTres ahora se hace cola en mercal , cajero , cine , banco , movilnet xq se tiene con que ..
N	Cn problemas #movilnet cm cosa rara
N	:O men que te pasa ! RT " @Presi_movilnet : A pesar de ser una ballena ... RT @Yeilove : No soy una chica playera ! http://t.co/Td8NqFm4hV "
P	RT @MatrixhotVIP : @canalesdiosa esta super rica , envia SEXY seguido de tu correo al 4527 . Goza con sus fotos mas candentes . No valido para MOVILNET .
N	El ABA es un mal necesario RT @Vzla_69 : 3G Movilnet " @Vello_Natural : “ @JavilloMata : Pagar un servicio y que éste sea muy pésimo . ” ABA CANTV ?
N	Gracias @cechicg , llamé a #movilnet y me dieron una explicación poco convincente y no he podido probar con otros usuarios
N	@GerardoUl_ JAJAJAJA Que bolas .. y solo te lo reenvie una sola vez , Movilnet roba mensajes :( JAJAJA marico no se , metete tu xD
N	Ay chiaaaamo , qué miedo .. me voy a desarrollar a Movilnet O__O Cague en 3 ... 2 ... 1 xD
P	@el_venezolano ahí si estoy de acuerdo contigo , Movilnet igual ..
N	RT @DavidAguiar1 : Digitel está medio Movilnet ...
P	RT @MatrixhotVIP : @canalesdiosa es la bomba sexy favorita de todos , no te peles sus fotos enviando SEXY seguido de tu correo al 4527 . No valido MOVILNET .
N	Los señores de digitel tienen la plataforma caída desde hace rato no se puede comunicar con movilnet
N	Cerrada competencia entre Digitel , Movistar y Movilnet por ver cual de todos es el peor servício en Venezuela .
P	@unavistabocono Saludos hermano , aca en #Bocon ó #Trujillo la conexión en #CDMA de #Movilnet , solo ( cont ) http://t.co/Yf99PjOQr1
N	Puta señal de movilnet que es un MIERDA > :O
N	@AshleyJRO movilnet es peor .
N	Movistar apesta , movilnet roba , digitel muere y cantv no sirve . Viva Venezuela ...
N	Si quieres escuchar a gente dormir y roncar placenteramente a las 6 am , llama ya al * 611 ( Movilnet ) que con gusto serás complacido .
P	. @NicolasMaduro : Aquí mostramos el Vergatario III que se fabrica en Venezuela para que Cantv y Movilnet lo lleve a los más humildes”
P	RT @Loredana01D : Manuel Fernandez el mejor presidente que ha tenido cantv movilnet caveguías @cbt0710
N	SE ME OLVIDABA DECIR QUE NO TENO TELEFONO , EL MOVILNET TMB SE ME DAÑO , BUENO LO PISO UN CARRO EN SABANA GRANDE .
N	Yo me acuerdo cuando CANTV servia , se desarrollo CANTV servicios , movilnet , impulsaron el desarrollo . Ahora da lastima
P	@NicolasMaduro para cuando esta lista la tecnología 4g #Venezuela debe tener tecnología de punta y ser uno de los primeros #movilnet
N	Cacerolazo maduro en cadena para hablar del vergatario Bastaba con que movilnet lo oromueva y no una cadena
N	Movilnet , que es quien en realidad aporta , queda en las sombras
N	La más alta tecnología ? Que mojón #movilnet de pana , vergatario una mierda ! Eso de vaina se le puede decir teléfono !
P	Manuel Fernandez el mejor presidente que ha tenido la gran familia Cantv Movilnet Caveguías @cbt0710
P	RT @YVKE_MUNDIAL : Presidente de Cantv y Movilnet , Manuel Fernández , " aquí están los dividendos para el pueblo de Venezuela "
N	nadie es capaz de darme un bolívar fuerte de saldo por movilnet , na webonaaa de agarrados , extraño cuando leiver tenia movilnet .
P	@movilnet_vzla gracias , en menos de una hora me solucionaron un problema de mas de tres dias ... Eficiencia socialista !!!
N	RT @_BrianKve : Algo nos une y no es precisamente movilnet .
N	Movilnet , eres una mierda =D
P	86 mil Equipos Celulares lanza Movilnet con tecnología para TV Digital ! Cool ! Pin2 8d cb235
N	¿Y la señal ? Nada más en el metro .. RT @John_Ericks : Lo que extraño de Movilnet , son los 2GB por 120 Bsf . T_T
N	Señal maldita ! De #MOVILNET hoy has estado mas mierda que nunca . ☺
N	Cuando tienes un SmartPhone con linea movilnet conectado a WiFi se te olvida que tu servicio de datos es movilnet @SomosMovilnet #Fail
N	Buuurdaaa con que jooodeeee @Presi_movilnet : Buenas Noches , Como la cagó Maduro hoy ? Gracias ."
P	RT @sexybeba27 : RT @sexyvenezuela : @sexybeba27 LA MAS SEXY , desde tu celular envía ORIANA al 3636 , Solo Vzla , No Movilnet , http://t.co/nCl7m2co0h”
P	jajjaja claroo ; movilnet es una panza ! @blaker_villegas
N	Movilnet esta asqueroso desde ayer o son ideas mias ?
N	RT @Andrs__ : Pero , como ahora la Terry es pobretona y usa movilnet no la llamo .
P	Consulta tu factura Cantv/Movilnet en línea y protege más árboles . Es fácil , rápido y práctico http://t.co/I9B4ug5x”
N	@NicolasMaduro @LaHojillaenTV Por favor hagan algo ! La oposición tiene acceso a todos la plataforma de Cantv y Movilnet y pasan basura d mms
N	@17e interesante . Malo sea un moderno GSM-3g , red que en Movilnet deja mucho que desear . Si sacan uno cdma , quizá contaré uno
P	RT @valenruizl : Qué fuerte que te digan " baila " y tengas que temblar , cual carajito , en TV nacional . Eso se llama razonar y tener criterio propio .
P	@maydelc por eso cambiate a Movilnet ..... yo deje digitel por mal servicio y señal !
N	esa gente que se cambia de digitel a movistar , y de movistar a movilnet ... de una mierda , a otra mierda , a mas mierda ! :D
N	@MovilnetUsuario Que horror que movilnet se preste para semejante bajeza
N	@luisenriqueqr Yo rtambién movilnet , pero no es hauei , es mottorola y soy yo quien abusa de su memoria ... echito mi celu ! :D
N	#Movilnet lo q ustedes hacen , en otros paises se llama estafa , cobrar por un servicio q prestan pesimo o nulo y d paso se quedan con los mb .
P	" @Morthaniuss : Muchachos estoy pensando cambiarme a movilnet , ya digitel me tiene verde @AcJokee @brokolee @lagotanegra " hable pelaos
