O	RT @rescate171 : Emergencias a nivel nacional : 171 cantv / 911 movistar / * 1 movilnet / 112 digitel
N	RT @UNoticias : VIDEO : Maduro : La prostitución es culpa de las series gringas y el capitalismo http://t.co/7vMmrBaMMG
O	RT @TierradeGracia : EMERGENCIA MOVISTAR : 911
O	EMERGENCIA MOVILNET : * 1
O	EMERGENCIA DIGITEL : 112
O	INFORMACION CANTV : 113
N	Cargo el digitel mio !!! Se me jodio este bb q ' tenia dos meses conmigo ! Si no trabajaran con el pin !! Q ' basura de telefonos ...
O	@alejoarriaga Estimado saludo . Soy cliente postpago y dond vivo la única cobertura 3g q logro es Digitel , dond puedo conseguir sam s3 en CCS ?
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
N	Odio a Digitel ... Lo ODIO Con toda mi alma .
N	@blackrock_1 jajaja mi negro cambie de numero Digitel es una xqueria !
O	Recuerda siempre los números de emergencia 171 , * 1 Movilnet , 911 Movistar y 112 Digitel #SemanaSanta2013
N	RT @anyoly0311 : Dsd est momnto pndient tods ps mientras + c acerk el 14A nos iran quitando poco a poco la comunicación . Digitel y Movistar ya han empezado "
O	@TecniPhone esas paginas que liberan via imei seran seguras mi pana ? Y liberaran los digitel ?
O	@lauu34 yo uso digitel jejejeje
O	@Tecnomovida Porque DIGITEL no termina de sacar a la venta los tan solicitados iphone 5 ??
N	RT @Tecnomovida : #DIGITEL a media capacidad en CCS .. solo el 50% del servicio de datos 2G y 3G levantados por Daño en torre principal- incendio sabado pasado
N	@PesimoServicio #digitel tremenda banda ancha ... lag de casi 1 seg .. velocidades menores q un 3G viejo http://t.co/38Tlvgh4o6
P	RT @markomusica : Ando sin el BB !!! Pero estoy bien !!! Cargo el digitel !!!
O	RT @TierradeGracia : Numeros de emergencia :
N	Digitel te estoy odiando
N	Movistar es una mierdaaaa , extraño mi Digitel : c
O	BlackBerry 10 tendrá un precio entre 6.500 bs y 7.500 bs en las operadoras venezolanas Digitel y Movistar .
O	#Celular #Nokia #Ngage Qd Juegos Música Videos# Digitel Enviamos a toda #Venezuela http://t.co/C8nGvNj77q http://t.co/LFAf16xvtA
O	#Celular Jxd Google #Android Gps Estilo #Iphone Digitel Negro Enviamos a toda #Venezuela http://t.co/cQ3fV4UVBM http://t.co/hu03qThsoK
N	Usuarios se quejan de Digitel en Twitter | Últimas Noticias http://t.co/YkaE2wOusu
N	RT @JUANCFD01 : @indepabis AMIGOS , @DIGITEL NO SOLO PRESENTA FALLAS DESDE DICIEMBRE . YA TIENE MAS DE UN AÑO Y NO HACEN NADA X MEJORAR Y BRINDAR CALIDAD
O	Los teléfonos para pedir ayuda desde tu celular frente a una emergencia ( Digitel ) 112 ( Movilnet ) * 1 ( Movistar ) * 911
O	Movistar es 911 @gentecondiana : IMPORTANTE : Emergencia Movistar : * 1 , Digitel : * 112 Movilnet : * 911/0800-TEMBLOR/0800-LLUVIA . Alcaldía
P	amo a digitel y su '' 3G '' perfecto ..
O	Y que Digitel HGFDJHGFHGF
N	RT @rosalinda2713 : @LaHojillaenTV Mucha casualidad la infinidad de quejas hacia las cableras . Sabotaje a la vista . Y Digitel ? También .
O	¿Me pueden decir qué tal el servicio de Digitel para el iphone 5 ?
N	DIGITEL , de empresa modelo se ha convertido en un antro de vagabundos y ladrones que te envian basura a cambio de tu dinero .
O	Armando grupo de conferencia por digitel quien se une para hablar de lo que quieran unico requisito tener digitel y pasar sus numero por dm
N	Aaaaaaaaaaaaaa que hacen escribiéndome por una red social ? de la que no quiero saber más nunca . G chat de digitel es un asco yo no uso eso .
O	nadie con digitel para hablar
N	@ANDRESH_28 @AlidaFreites_tw Tengo problemas con el tuiter , con mi teléfono digitel , con la televisión . Y ya desde hace una semana + o menos
N	RT @rosalinda2713 : @AlidaFreites_tw Así que pendientes con la incomunicación a diario . Digitel no permite el envío de mis mensajes de texto .
N	RT @PesimoServicio : via @jonhvillanlopez : Redes de datos de Movilnet , Digitel y Movistar groseramente lentas !!! Para cobrar si son efectivos !!!
N	RT @rosalinda2713 : Ta bien pues . Incomunicada . Gracias a Digitel y a Twitter .
O	Quien con digitel para hablar un rato
O	Hablenme de #Digitel , todavía sigue con problemas ?
N	Con estas velocidades lo que provoca es demandarlos #Digitel http://t.co/CIVNYv3mi1
N	Digitel en estos días te he detestado mucho !
N	No se , pero creo que en Digitel me agarraron idea , no voy a decir nombres por respeto . La vaina es q no se que hice para tomar esa decisión
N	Son ideas mías o digitel esta asqueroso hoy !!!
P	Qué gran bono de agradecimiento por estar 5 años con ustedes gracias por nada literalmente DIGITEL \☺/ http://t.co/HfZbutUa7P
N	@mvenster Movistar en la menos mala , digitel en Caracas no sirve la velocidad es lenta y hay muchos sitios donde te quedas son señal
O	Dilo todo , con digitel ... Prepárate para entrar en el calvario de los usuarios de digitel “ @mvenster : Bueno , ahora soy digitel . _ . ”
P	Aquí en Pto . Ayacucho movilnet está perfecto con la señal , pero mi digitel está conectado con la operadora Claro de Colombia : s
N	@PesimoServicio DIGITEL NO TIENE SEÑAL ASI Q NO RECARGUEN DESDE EL DOMINGO MALO LA SEÑAL DIGITEL PARA USUARIO VAMOS MAL ESTAMOS PEOR
N	SIN SERVICIO DIGITEL SEÑAL CAIDA DESDE EL DOMINGO , IGLESIAS MUCHAS CERRADA MUY POCAS ABIERTAS NO HAY CURAS HASTA ESO SE LLEVO EX PRESIDENTE
O	#VeneTrekkingTips : En caso de Emergencia marca 171 ( cantv) , * 1 ( movilnet) , * 911 ( movistar ) y 112 ( Digitel) . Actúa con responsabilidad
O	Digitel levanta servicio en más del 50% de las zonas afectadas http://t.co/p67uOkRgFw
P	Diosssss pero q eficacia Digitel el dia de hoy !
O	No parece RT @Javix_717 : @RikyChef RT @elmundomovil : Digitel soluciona problemas . de su servicio en 50% http://t.co/S2ot75CDAR
P	Ahh se me habia olvidado . Digitel graciass ! Gracias a uds x fin me compre el router en mi casa y ya soy feliz con una señal normal #Digitel
P	@Euskary Del futuro de #Digitel todavía guardo la esperanza que la llegada de LTE mejore la red .
P	Mier ... O___O menos mal soy Movistar RT @INSIDE_TELECOM : Incendio destruyó estación de Digitel en El Cuño http://t.co/a4czRJlfYQ
P	Finalizando contrato ;) (@ Digitel ) http://t.co/yaoKuH5aB9
